Story Heading,Story Excerpt,Section,Date,Source
Choppy week on PSX,In the early part of the week investors resorted to profit-taking as political developments gripped sentiments.,Newspaper,19-1-2020,all
CAD shrinks 66.5pc,The major reason for the fall in current account deficit was the sharp decline in import bill.,Newspaper,19-1-2020,all
A range-bound year ahead for crude,“Global oil markets will remain well supplied this year with a possible overhang of some 1 million bpd.”,Newspaper,19-1-2020,all
Cotton production declines to 8.3m bales,The PCGA notes that the production of cotton bales went down by 2.119m in the current season.,Newspaper,19-1-2020,all
Uptick in non-textile exports in six months,The upward trend in non-textile products shows exports from these sectors have rebounded in the ongoing fiscal year.,Newspaper,19-1-2020,all
Reliance posts record profit on consumer strength,“We saw consistent same-store sales growth and record footfall across our stores” Ambani says in a statement.,Newspaper,19-1-2020,all
The right to govern,In order to ensure its legitimacy a government must uphold three principles — liberty equality and agency.,Pakistan,19-1-2020,all
Govt to screen Rs4.03tr investments in savings schemes,Decision comes as part of compliance with FATF recommendations.,Newspaper,19-1-2020,all
Yemen’s warring factions battle over banknotes,Houthis outlaw the use and possession of new Yemeni riyal bills government brands the ban an act of economic vandalism.,Newspaper,19-1-2020,all
Pakistan has come out of toughest economic condition: PM,Imran for using digital media to portray country’s positive image.,Pakistan,19-1-2020,all
WHO arranging vaccine for districts at risk from type 2 polio,Vaccination drives planned for this month March and April says official.,Pakistan,19-1-2020,all
446 medicines found spurious in five years,Ministry documents show number of drugs declared spurious is decreasing every year.,Pakistan,19-1-2020,all
Firdous’ ‘symbolic blood donation’ stirs controversy,"A member of Awan's staff insists Sundas Foundation were the ones who insisted on a ""symbolic"" blood donation.",Pakistan,19-1-2020,all
Dolphin man shoots shopkeeper taking him for robber in Lahore,Victim says officials opened fire as soon as they entered the shop before others intervened.,Pakistan,19-1-2020,all
Court reserves verdict on Rana Sanaullah’s plea,The former minister alleges the govt is victimising him on political grounds by registering a fake case against him.,Pakistan,19-1-2020,all
Anti-locust pesticide sprayed on over 400000 acres of land court told,Court expresses resentment over non-appearance of Naushahro Feroze deputy commissioner.,Pakistan,19-1-2020,all
Situationer: GDA also losing patience as PTI finds little time to consider coalition partners’ issues,GDA feels that if the PTI does not respond with positive frame of mind it may become hard for it to face PPP in Sindh.,Pakistan,19-1-2020,all
SHC summons top officers of school education to explain new exam procedure use of funds,The bench takes serious notice of use of the funds.,Pakistan,19-1-2020,all
Four BISP officers dismissed on corruption charges says Dr Nishtar,Monthly stipend to be raised to Rs6000.,Pakistan,19-1-2020,all
Magistrate suspended for rape of woman litigant,SHC chief justice suspends the judicial magistrate for “misconduct” and directs him to report to the high court.,Pakistan,19-1-2020,all
Ex-major shot dead vendor injured,Police say the suspect fired a single shot which hit Khan as well as the fruit seller.,Pakistan,19-1-2020,all
Lebanon police fire tear gas at protesters amid Beirut riots,The riots began when some protesters started throwing stones at police deployed near the parliament building.,Newspaper,19-1-2020,all
Libya oil exports blocked raising stakes for Berlin peace summit,The move to cripple the country’s main income source was a protest against Turkey’s decision to send troops.,Newspaper,19-1-2020,all
Occupied Kashmir Internet to be firewalled: report,VPNs are also being completely banned.,Newspaper,19-1-2020,all
Shabana Azmi injured in car accident,“She is stable and under observation” Dr Santosh Shetty CEO of Ambani hospital is quoted as saying.,Newspaper,19-1-2020,all
S. Koreans among seven missing in Himalayan avalanche,The incident occurred at an altitude of about 3230 metres close to Annapurna base camp following heavy snowfall.,Newspaper,19-1-2020,all
Russian strike kills five civilians in Syria,The Syrian Observatory for Human Rights said three children were among those killed.,Newspaper,19-1-2020,all
Amazon indigenous leaders accuse Brazil of ‘genocide’ policy,“We are opposed to anything that destroys the forest.”,Newspaper,19-1-2020,all
Farmers angry at agri-bashing by environmentalists,Thousands of young and old even babies in prams were out on the streets of Berlin.,Newspaper,19-1-2020,all
Pentagon restricts foreign trainee access to guns,“Going forward we will put several new policies and security procedures in place.”,Newspaper,19-1-2020,all
Xi stands with Myanmar despite Rohingya genocide accusations,The Asian giant is now Myanmar’s largest investor even as distrust of its ambitions lingers among the public.,Newspaper,19-1-2020,all
Humbert claims first ATP title in Auckland,The unseeded Humbert held his nerve in the deciding tie-break of his first ATP final to beat the fifth seed.,Newspaper,19-1-2020,all
Zimbabwe play Sri Lanka in first home Test since 2017,The two-Test tour was only announced by the Sri Lanka Cricket earlier this week.,Newspaper,19-1-2020,all
Federer Nadal seem sure all will be okay at Australian Open,The haze hanging over Melbourne Park lately lightened as Monday’s start of main-draw action approaches.,Newspaper,19-1-2020,all
India ready for Australia ODI series decider,Indian captain Virat Kohli has tried to assure supporters it will be service as normal.,Newspaper,19-1-2020,all
Pakistan launch U-19 World Cup campaign with Scotland clash today,If Pakistan top Group ‘C’ they will take on runners-up from Group ‘D’ in the third Super League quarter-final.,Newspaper,19-1-2020,all
Ahsan aims to cement spot in Pakistan team,Says he has his own game-plan to retain the place in the team on performance to play the T20 World Cup.,Newspaper,19-1-2020,all
De Kock leads SA fightback after Bess bags five wickets,The home side are still 291 runs behind after off spinner Bess claimed the first five South African wickets to fall.,Newspaper,19-1-2020,all
Balochistan governor concerned over gas crisis,“In such harsh weather low gas pressure and unannounced load-shedding are causing immense difficulties to people.”,Pakistan,19-1-2020,all
Centre left Balochistan ‘alone’ in natural calamity: CM,Says the federal government has proved that Balochistan has never been under its consideration.,Pakistan,19-1-2020,all
Dubai royal official allowed to hunt houbara bustard,The special hunting permits have been issued by the foreign ministry’s deputy chief of protocol.,Pakistan,19-1-2020,all
Support to US-Taliban talks be linked with FATF case withdrawal: PPP senator,Says the US should show courtesy of withdrawing the unnecessary case which was highly discriminatory against Pakistan.,Pakistan,21-2-2020,all
AJK snowslide claims another life toll tops 76,2-year-old Samina Bibi breathed her last in the Intensive Care Unit.,Pakistan,19-1-2020,all
Dar moves SC seeks suspension of order declaring him proclaimed offender,Former finance minister pleads he is suffering from serious medical complications,Pakistan,19-1-2020,all
5000 prisoners across country suffer from fatal diseases IHC told,The overall occupancy in jails of four provinces is 73661 against the overall authorised capacity of 56634 inmates.,Pakistan,19-1-2020,all
Wheat flour crisis deepens amid blame game,National food security secretary says Sindh was asked to purchase 14m tonnes of wheat but it paid no heed.,Pakistan,19-1-2020,all
Pakistan wants US to get it off FATF grey list,Meeting of global terror financing monitor to be held in Beijing next month.,Pakistan,21-2-2020,all
PM Imran calls on business community to pay taxes for sake of country’s prosperity,Accuses past leaders of wasting public money on lavish lifestyles which is why people don’t want to pay taxes,Pakistan,20-1-2020,all
Islamabad outranks London Paris as one of the safest cities in the world,"""Effective action is being ensured against criminal and anti-social elements"" says the Inspector General of Police.",Pakistan,20-1-2020,all
NDMA announces relief package for people affected by rain snowfall in Balochistan,Package comes on the back of Balochistan CM's comment about province being 'abandoned'.,Pakistan,20-1-2020,all
Sana Mir dropped as Pakistan announce Women’s T20 World Cup squad,"""Players left out will be disappointed it should act as a motivation to comeback more strongly"" says chief selector.",Sport,20-1-2020,all
The Red Cross is teaching Fortnite players to save not take lives,New game mode will feature four main humanitarian activities carried out by Red Cross workers in 80 countries,Tech,20-1-2020,all
Pakistan Super League tickets up for grabs starting today,For the first time all 34 matches will be played across four Pakistan venues.,Sport,3-2-2020,all
Wheat row: Senators demand apology from govt for making ‘mockery of people’,Sheikh Rashid had said that people eat more bread in November and December which has caused the wheat shortage.,Pakistan,21-1-2020,all
Sindh IGP to remain in place until federal govt responds SHC rules,The federal government has yet to reply to the Sindh government's letter on the matter.,Pakistan,20-1-2020,all
FIA says inquiry against TikTok celebrity initiated after complaint by Mubashir Luqman,FIA says it sent Khattak five summons since October but that the TikTok star is “deliberately avoiding” inquiry.,Pakistan,20-1-2020,all
Missing girl found dead in Nowshera two suspects held,Medical report confirming whether or not the minor was sexually assaulted has not been received.,Pakistan,20-1-2020,all
Tahira Abdullah breaks down feminism for Khalil Ur Rehman Pakistan's 'biggest feminist',My rights are not in the hands of men to give or take; I was born with them said the activist. You tell them queen!,Pakistan,20-1-2020,all
