Story Heading,Story Excerpt,Section,Date,Source
Millions of views push PTI’s rivals towards TikTok,PTI clearly has an edge over all the political parties on social media not only among its workers but also in its support base.,Pakistan,3-5-2022,dawn
London Bilawal House worried by govt handling of Madina incident,There is a general feeling in ruling coalition that action against some PTI leaders is proving counterproductive for the govt.,Pakistan,3-5-2022,dawn
London Bilawal House worried by govt handling of Madina incident,There is a general feeling in ruling coalition that action against some PTI leaders is proving counterproductive for the govt.,Pakistan,3-5-2022,dawn
PTI leaders can’t be held without speaker’s assent: IHC,Fawad asks court to restrain police from arresting PTI leaders nominated in FIRs over Madina incident,Pakistan,3-5-2022,dawn
PTI leaders can’t be held without speaker’s assent: IHC,Fawad asks court to restrain police from arresting PTI leaders nominated in FIRs over Madina incident,Pakistan,3-5-2022,dawn
UAE experts due today to discuss economic cooperation,PM extends Eid greetings to Turkish president rulers of Qatar and Bahrain; receives briefing on PKLI performance.,Pakistan,3-5-2022,dawn
UAE experts due today to discuss economic cooperation,PM extends Eid greetings to Turkish president rulers of Qatar and Bahrain; receives briefing on PKLI performance.,Pakistan,3-5-2022,dawn
Imran challenges Biden on ‘regime change conspiracy’,Former PM touts analyst’s Fox News interview as ‘proof of plot’ against his regime,Pakistan,3-5-2022,dawn
Imran challenges Biden on ‘regime change conspiracy’,Former PM touts analyst’s Fox News interview as ‘proof of plot’ against his regime,Pakistan,3-5-2022,dawn
Announcement,THE offices of Dawn will remain closed on Tuesday and Wednesday on account of Eidul Fitr. Therefore there will be ...,Pakistan,3-5-2022,dawn
Announcement,THE offices of Dawn will remain closed on Tuesday and Wednesday on account of Eidul Fitr. Therefore there will be ...,Pakistan,3-5-2022,dawn
Millions of views push PTI’s rivals towards TikTok,PTI clearly has an edge over all the political parties on social media not only among its workers but also in its support base.,Pakistan,3-5-2022,dawn
Millions of views push PTI’s rivals towards TikTok,PTI clearly has an edge over all the political parties on social media not only among its workers but also in its support base.,Pakistan,3-5-2022,dawn
London Bilawal House worried by govt handling of Madina incident,There is a general feeling in ruling coalition that action against some PTI leaders is proving counterproductive for the govt.,Pakistan,3-5-2022,dawn
London Bilawal House worried by govt handling of Madina incident,There is a general feeling in ruling coalition that action against some PTI leaders is proving counterproductive for the govt.,Pakistan,3-5-2022,dawn
PTI leaders can’t be held without speaker’s assent: IHC,Fawad asks court to restrain police from arresting PTI leaders nominated in FIRs over Madina incident,Pakistan,3-5-2022,dawn
PTI leaders can’t be held without speaker’s assent: IHC,Fawad asks court to restrain police from arresting PTI leaders nominated in FIRs over Madina incident,Pakistan,3-5-2022,dawn
In GB hope evaporates as glaciers melt faster and faster,According to the local administration a contingency plan had been prepared to cope with an emergency.,Pakistan,2-5-2022,dawn
In GB hope evaporates as glaciers melt faster and faster,According to the local administration a contingency plan had been prepared to cope with an emergency.,Pakistan,2-5-2022,dawn
Imran other PTI leaders booked over Masjid-i-Nabwi incident,FIRs not registered under Section 295-C of Pakistan Penal Code says law minister...,Pakistan,2-5-2022,dawn
Imran other PTI leaders booked over Masjid-i-Nabwi incident,FIRs not registered under Section 295-C of Pakistan Penal Code says law minister...,Pakistan,2-5-2022,dawn
Punjab cabinet formation put on hold till governor’s ouster,PML-N believes PTI’s Cheema won’t swear in new ministers.,Pakistan,2-5-2022,dawn
Punjab cabinet formation put on hold till governor’s ouster,PML-N believes PTI’s Cheema won’t swear in new ministers.,Pakistan,2-5-2022,dawn
Ex-PM floats ‘white paper’ against PML-N PPP defends Farah,ISLAMABAD: Former prime minister and Pakistan Tehreek-i-Insaf (PTI) Chairman Imran Khan on Sunday released a white...,Pakistan,2-5-2022,dawn
Ex-PM floats ‘white paper’ against PML-N PPP defends Farah,ISLAMABAD: Former prime minister and Pakistan Tehreek-i-Insaf (PTI) Chairman Imran Khan on Sunday released a white...,Pakistan,2-5-2022,dawn
KP to celebrate Eid today rest of country tomorrow,PESHAWAR / ISLAMABAD: While the Khyber Pakhtunkhwa government decided to celebrate Eidul Fitr on Monday (today)...,Pakistan,2-5-2022,dawn
KP to celebrate Eid today rest of country tomorrow,PESHAWAR / ISLAMABAD: While the Khyber Pakhtunkhwa government decided to celebrate Eidul Fitr on Monday (today)...,Pakistan,2-5-2022,dawn
S. Arabia agrees to discuss extending term of $3bn loan,Kingdom welcomes Pakistan’s keenness to find solution to all disputes with India; PM Sharif Abu Dhabi crown prince discuss.,Pakistan,2-5-2022,dawn
S. Arabia agrees to discuss extending term of $3bn loan,Kingdom welcomes Pakistan’s keenness to find solution to all disputes with India; PM Sharif Abu Dhabi crown prince discuss.,Pakistan,2-5-2022,dawn
UAE experts due today to discuss economic cooperation,PM extends Eid greetings to Turkish president rulers of Qatar and Bahrain; receives briefing on PKLI performance.,Pakistan,3-5-2022,dawn
UAE experts due today to discuss economic cooperation,PM extends Eid greetings to Turkish president rulers of Qatar and Bahrain; receives briefing on PKLI performance.,Pakistan,3-5-2022,dawn
Imran challenges Biden on ‘regime change conspiracy’,Former PM touts analyst’s Fox News interview as ‘proof of plot’ against his regime,Pakistan,3-5-2022,dawn
Imran challenges Biden on ‘regime change conspiracy’,Former PM touts analyst’s Fox News interview as ‘proof of plot’ against his regime,Pakistan,3-5-2022,dawn
Announcement,THE offices of Dawn will remain closed on Tuesday and Wednesday on account of Eidul Fitr. Therefore there will be ...,Pakistan,3-5-2022,dawn
Announcement,THE offices of Dawn will remain closed on Tuesday and Wednesday on account of Eidul Fitr. Therefore there will be ...,Pakistan,3-5-2022,dawn
Millions of views push PTI’s rivals towards TikTok,PTI clearly has an edge over all the political parties on social media not only among its workers but also in its support base.,Pakistan,3-5-2022,dawn
Millions of views push PTI’s rivals towards TikTok,PTI clearly has an edge over all the political parties on social media not only among its workers but also in its support base.,Pakistan,3-5-2022,dawn
London Bilawal House worried by govt handling of Madina incident,There is a general feeling in ruling coalition that action against some PTI leaders is proving counterproductive for the govt.,Pakistan,3-5-2022,dawn
London Bilawal House worried by govt handling of Madina incident,There is a general feeling in ruling coalition that action against some PTI leaders is proving counterproductive for the govt.,Pakistan,3-5-2022,dawn
PTI leaders can’t be held without speaker’s assent: IHC,Fawad asks court to restrain police from arresting PTI leaders nominated in FIRs over Madina incident,Pakistan,3-5-2022,dawn
PTI leaders can’t be held without speaker’s assent: IHC,Fawad asks court to restrain police from arresting PTI leaders nominated in FIRs over Madina incident,Pakistan,3-5-2022,dawn
Governor calls on army to help end crisis in Punjab,Writes letter to COAS requests him to play defining role; alleges Hamza took advantage of being PM's son in letter to Shehbaz.,Pakistan,6-5-2022,dawn
Governor calls on army to help end crisis in Punjab,Writes letter to COAS requests him to play defining role; alleges Hamza took advantage of being PM's son in letter to Shehbaz.,Pakistan,6-5-2022,dawn
Inquiry commission to probe ‘Cablegate’ affair,Marriyum alleges PTI transferred Rs870.4 million to 34 private accounts during its tenure,Pakistan,6-5-2022,dawn
Inquiry commission to probe ‘Cablegate’ affair,Marriyum alleges PTI transferred Rs870.4 million to 34 private accounts during its tenure,Pakistan,6-5-2022,dawn
Oil to remain stable as govt fends off PTI ‘land mines’,KARACHI: Calling the last PTI-led government’s economic policies ‘landmines’ for the new administration of...,Pakistan,6-5-2022,dawn
Oil to remain stable as govt fends off PTI ‘land mines’,KARACHI: Calling the last PTI-led government’s economic policies ‘landmines’ for the new administration of...,Pakistan,6-5-2022,dawn
Imran says ‘companies running smear campaign’ against him,KARACHI: PTI chairman and former prime minister Imran Khan has claimed that his opponents have hired companies that...,Pakistan,6-5-2022,dawn
Imran says ‘companies running smear campaign’ against him,KARACHI: PTI chairman and former prime minister Imran Khan has claimed that his opponents have hired companies that...,Pakistan,6-5-2022,dawn
Hindu majority areas get more seats in held Kashmir,Pakistan demarches India over move to disenfranchise Muslim majority in disputed valley.,Pakistan,6-5-2022,dawn
Hindu majority areas get more seats in held Kashmir,Pakistan demarches India over move to disenfranchise Muslim majority in disputed valley.,Pakistan,6-5-2022,dawn
LHC nixes verdicts denying dowry return,Lower courts based decision on questionable presumption about Pashtun culture says judgement.,Pakistan,7-5-2022,dawn
LHC nixes verdicts denying dowry return,Lower courts based decision on questionable presumption about Pashtun culture says judgement.,Pakistan,7-5-2022,dawn
Six-day work week reduced timings notified,Most regulatory bodies also decide to continue with the weekly Saturday off.,Pakistan,7-5-2022,dawn
Six-day work week reduced timings notified,Most regulatory bodies also decide to continue with the weekly Saturday off.,Pakistan,7-5-2022,dawn
Imran says he didn’t want to replace Faiz in ‘trying times’,Calls ISI head ‘govt’s eyes and ears’; claims judiciary incapable of laying hands on the corrupt powerful...,Pakistan,7-5-2022,dawn
Imran says he didn’t want to replace Faiz in ‘trying times’,Calls ISI head ‘govt’s eyes and ears’; claims judiciary incapable of laying hands on the corrupt powerful...,Pakistan,7-5-2022,dawn
FIA told to crack down on defamatory social media content,ISLAMABAD: Within a few hours after PML-N vice president Maryam Nawaz lodged a complaint with the Federal...,Pakistan,7-5-2022,dawn
FIA told to crack down on defamatory social media content,ISLAMABAD: Within a few hours after PML-N vice president Maryam Nawaz lodged a complaint with the Federal...,Pakistan,7-5-2022,dawn
In first contact Blinken invites Bilawal to US,FM invited to attend summit on food security says engagement with mutual respect is the way forward between US and Pakistan.,Pakistan,7-5-2022,dawn
In first contact Blinken invites Bilawal to US,FM invited to attend summit on food security says engagement with mutual respect is the way forward between US and Pakistan.,Pakistan,7-5-2022,dawn
PPP settles for seats in Punjab cabinet,Foregoes speaker governor offices; PM Shehbaz forwards PML-N loyalist’s name to president for governor.,Pakistan,8-5-2022,dawn
PPP settles for seats in Punjab cabinet,Foregoes speaker governor offices; PM Shehbaz forwards PML-N loyalist’s name to president for governor.,Pakistan,8-5-2022,dawn
First regular session of ‘dysfunctional’ NA from tomorrow,Sources say NA speaker likely to start verification of PTI MNAs’ resignations; opposition leader yet to be nominated.,Pakistan,8-5-2022,dawn
First regular session of ‘dysfunctional’ NA from tomorrow,Sources say NA speaker likely to start verification of PTI MNAs’ resignations; opposition leader yet to be nominated.,Pakistan,8-5-2022,dawn
